glyph_name,ps_name,USV,sort_final,in_neo
yat-tifi.neo,uni2D5C.neo,,2512.05,Y
yath-tifi,uni2D5D,2D5D,2513,Y
yach-tifi,uni2D5E,2D5E,2514,Y
yatt-tifi,uni2D5F,2D5F,2515,Y
yatt-tifi.rtl,uni2D5F.rtl,,2515.005,
yatt-tifi.v01,uni2D5F.v01,,2515.01,
yatt-tifi.v01.rtl,uni2D5F.v01.rtl,,2515.015,
yav-tifi,uni2D60,2D60,2600,Y
yaw-tifi,uni2D61,2D61,2601,Y
yay-tifi,uni2D62,2D62,2602,Y
yay-tifi.rtl,uni2D62.rtl,,2602.005,
yaz-tifi,uni2D63,2D63,2603,Y
yaz-tifi.v01,uni2D63.v01,,2603.01,
yazyatLig-tifi,uni2D63_uni2D7F_uni2D5C,,2603.5120,
yazyatLig-tifi.rtl,uni2D63_uni2D7F_uni2D5C.rtl,,2603.51205,
yazyatLig-tifi.v01,uni2D63_uni2D7F_uni2D5C.v01,,2603.5121,
yazyatLig-tifi.v01.rtl,uni2D63_uni2D7F_uni2D5C.v01.rtl,,2603.51215,
yazTawellemet-tifi,uni2D64,2D64,2604,Y
yazTawellemet-tifi.rtl,uni2D64.rtl,,2604.005,
yazz-tifi,uni2D65,2D65,2605,Y
ye-tifi,uni2D66,2D66,2606,Y
yo-tifi,uni2D67,2D67,2607,Y
yo-tifi.v01,uni2D67.v01,,2607.01,
LabializationMark-tifi,uni2D6F,2D6F,2615,Y
separator-tifi,uni2D70,2D70,2700,Y
separator-tifi.rtl,uni2D70.rtl,,2700.005,
consonantjoiner-tifi,uni2D7F,2D7F,2715,Y
consonantjoiner-tifi.rtl,uni2D7F.rtl,,2715.005,
TifConsLengthMark,uni0303.alt,,2901,
TifConsLengthMark.alt,uni0301.alt,,2901.01,
TifVowelMark,uni0307.alt,,2902,
exclam.deco,exclam.deco,,2910,
comma.deco,comma.deco,,2911,
period.deco,period.deco,,2912,
yaghh-tifi.v01.unused,uni2D34.v01.unused,,2999.230401,
yadh-tifi.unused,uni2D38.unused,,2999.230801,
yakTuareg-tifi.orig,uni2D3E.unused.orig,,2999.2314,
yakTuareg-tifi.unused.001,uni2D3E.unused.001,,2999.231401,
yakTuareg-tifi.unused.002,uni2D3E.unused.002,,2999.231402,
ya-tifi.super,uniE300,E300,3000,
yu-tifi.super,uniE301,E301,3001,
yay-tifi.super,uniE302,E302,3002,
yay-tifi.super.rtl,uniE302.rtl,,3002.005,
yi-tifi.super,uniE303,E303,3003,
yi-tifi.super.rtl,uniE303.rtl,,3003.005,
yo-tifi.super,uniE304,E304,3004,
yaSILa-tifi,uni2D30_uni0302,,3501,
yaSILschwa-tifi,uni2D30_uni0306,,3502,
yaySILe-tifi,uni2D62_uni0302,,3503,
yaySILi-tifi,uni2D62_uni0323,,3504,
yoSILo-tifi,uni2D67_uni0302,,3505,
yuSILu-tifi,uni2D53_uni0302,,3506,
uniFE00,uniFE00,FE00,4001,Y
uniFE01,uniFE01,FE01,4002,Y
uniFE02,uniFE02,FE02,4003,Y
uniFE03,uniFE03,FE03,4004,Y
uniFE04,uniFE04,FE04,4005,Y
uniFE05,uniFE05,FE05,4006,Y
uniFE06,uniFE06,FE06,4007,Y
uniFE07,uniFE07,FE07,4008,Y
uniFE08,uniFE08,FE08,4009,Y
uniFE09,uniFE09,FE09,4010,Y
uniFE0A,uniFE0A,FE0A,4011,Y
uniFE0B,uniFE0B,FE0B,4012,Y
uniFE0C,uniFE0C,FE0C,4013,Y
uniFE0D,uniFE0D,FE0D,4014,Y
uniFE0E,uniFE0E,FE0E,4015,Y
uniFE0F,uniFE0F,FE0F,4016,Y
uniFEFF,uniFEFF,FEFF,4017,Y
uniFFFC,uniFFFC,FFFC,4018,Y
uniFFFD,uniFFFD,FFFD,4019,Y
fi,fi,FB01,5001,Y
fl,fl,FB02,5002,Y
gravecmb.cap,gravecmb.cap,,5004,Y
acutecmb.cap,acutecmb.cap,,5005,Y
circumflexcmb.cap,circumflexcmb.cap,,5006,Y
tildecmb.cap,tildecmb.cap,,5007,Y
brevecmb.cap,brevecmb.cap,,5008,Y
dieresiscmb.cap,dieresiscmb.cap,,5009,Y
ringcmb.cap,ringcmb.cap,,5010,Y
caroncmb.cap,caroncmb.cap,,5011,Y
cedillacmb.cap,cedillacmb.cap,,5012,Y
a.sups,a.sups,,5013,Y
o.sups,o.sups,,5014,Y
zero.dnom,zero.dnom,,5015,Y
one.dnom,one.dnom,,5016,Y
two.dnom,two.dnom,,5017,Y
three.dnom,three.dnom,,5018,Y
four.dnom,four.dnom,,5019,Y
_AltIndicator,_AltIndicator,,9501,Y
_Circle_Small,_Circle_Small,,9502,Y
_DotWide,_DotWide,,9503,Y
_DotWideDiag,_DotWideDiag,,9504,Y
_Dot,_Dot,,9505,Y
_VerticalOval,_VerticalOval,,9506,Y
_VerticalBar,_VerticalBar,,9507,Y
_VerticalBarJoining,_VerticalBarJoining,,9508,Y
_VerticalBarShortTop,_VerticalBarShortTop,,9509,Y
_VerticalBarShortForTopDots,_VerticalBarShortForTopDots,,9510,Y
_VerticalBarShort,_VerticalBarShort,,9511,Y
_VerticalBarMedLong,_VerticalBarMedLong,,9512,Y
_VerticalBarMedium,_VerticalBarMedium,,9513,Y
_VerticalBarSmall,_VerticalBarSmall,,9514,Y
_HorizontalBar,_HorizontalBar,,9515,Y
_HorizontalBarMed,_HorizontalBarMed,,9516,Y
_HorizontalBarMedShort,_HorizontalBarMedShort,,9517,Y
_HorizontalBarMedShort1.5,_HorizontalBarMedShort1.5,,9518,Y
_HorizontalBarMedShort2,_HorizontalBarMedShort2,,9519,Y
_Plus,_Plus,,9520,Y
_PlusLong,_PlusLong,,9521,Y
_PlusVeryLong,_PlusVeryLong,,9522,Y
_PlusHorizontal,_PlusHorizontal,,9523,Y
_PlusVertical,_PlusVertical,,9524,Y
_PlusMedium,_PlusMedium,,9525,Y
_PlusMediumHorizontal,_PlusMediumHorizontal,,9526,Y
_PlusMediumExtended,_PlusMediumExtended,,9527,Y
_PlusSmall,_PlusSmall,,9528,Y
_k,_k,,9529,Y
_Plus.rtl,_Plus.rtl,,9530,Y
_PlusLong.rtl,_PlusLong.rtl,,9531,Y
_PlusVeryLong.rtl,_PlusVeryLong.rtl,,9532,Y
_PlusMediumExtended.rtl,_PlusMediumExtended.rtl,,9533,Y
